year,month,airline_name,airport_code,airport_name,total_arrival_flights,delayed_arrivals_15_plus,estimated_delayed_arrivals_due_to_airline,estimated_delayed_arrivals_due_to_weather,estimated_delayed_arrivals_due_to_nas,estimated_delayed_arrivals_due_to_security,estimated_delayed_arrivals_due_to_late_aircraft,cancelled_arrivals,diverted_arrivals,total_arrival_delay_minutes,airline_delay_minutes,weather_delay_minutes,nas_delay_minutes,security_delay_minutes,late_aircraft_delay_minutes
2025,6,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2599,755,197.04,32.75,351.14,1.0,173.07,37,16,68059,21551,3287,25826,27,17368
2025,6,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1861,489,88.79,22.32,218.26,0.0,159.63,167,1,51729,10038,2790,22372,0,16529
2025,6,Frontier Airlines,JFK,John F. Kennedy International Airport (JFK),298,86,32.69,2.85,29.0,0.0,21.45,9,1,6693,2719,297,1467,0,2210
2025,6,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),30,3,2.86,0.0,0.14,0.0,0.0,0,0,215,205,0,10,0,0
2025,6,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3130,951,234.12,18.93,408.36,0.42,289.17,41,17,83543,21434,1939,28904,19,31247
2025,6,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1263,353,70.57,12.05,183.82,0.0,86.55,88,2,27502,5103,1470,12830,0,8099
2025,7,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),341,157,20.0,4.33,105.62,0.4,26.65,15,5,9707,1284,513,6331,6,1573
2025,7,American Airlines,JFK,John F. Kennedy International Airport (JFK),1234,403,76.01,18.27,193.74,0.37,114.61,56,16,43053,10163,1483,17803,25,13579
2025,7,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2671,753,201.57,24.38,357.69,1.84,167.51,98,33,66556,21128,2566,25933,54,16875
2025,7,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1925,442,87.92,19.39,198.75,0.0,135.93,268,2,49167,10998,2208,21214,0,14747
2025,7,Frontier Airlines,JFK,John F. Kennedy International Airport (JFK),309,103,37.82,1.0,33.96,0.0,30.23,6,1,5999,2246,28,1524,0,2201
2025,7,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),31,7,4.74,0.69,0.0,0.0,1.57,0,0,149,110,11,0,0,28
2025,7,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3362,1048,265.92,18.81,416.91,0.89,345.47,289,28,117111,36642,1496,38731,81,40161
2025,7,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1309,315,64.81,16.52,151.45,0.0,82.22,142,5,27101,4858,2113,13283,0,6847
2025,8,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),329,110,19.36,3.63,69.78,0.59,16.64,3,2,5675,1127,501,2968,13,1066
2025,8,American Airlines,JFK,John F. Kennedy International Airport (JFK),1134,276,83.55,15.91,84.97,0.68,90.89,10,5,25738,7574,1353,6392,31,10388
2025,8,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2654,446,143.6,22.91,154.52,0.0,124.97,24,7,43593,17113,1831,13388,0,11261
2025,8,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1920,271,57.0,18.01,96.29,0.0,99.7,28,0,29372,7596,2342,10792,0,8642
2025,8,Frontier Airlines,JFK,John F. Kennedy International Airport (JFK),309,74,23.01,2.06,22.1,0.0,26.83,1,0,4681,1170,106,1672,0,1733
2025,8,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),31,6,4.61,0.0,0.0,0.03,1.36,0,0,267,181,0,0,2,84
2025,8,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3293,734,229.72,26.42,220.71,2.21,254.94,32,7,63133,21163,1509,15056,73,25332
2025,8,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1362,238,51.16,9.17,125.8,1.18,50.68,22,0,15477,2998,686,8292,63,3438
2025,9,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),300,88,11.35,0.74,64.2,1.0,10.71,4,4,3175,553,86,2035,16,485
2025,9,American Airlines,JFK,John F. Kennedy International Airport (JFK),1129,196,62.51,10.85,58.26,1.73,62.64,7,7,16008,5351,1312,2875,71,6399
2025,9,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2560,295,97.99,11.5,99.0,0.0,86.51,5,15,21273,8196,863,5326,0,6888
2025,9,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1816,223,61.86,5.11,73.48,0.0,82.55,23,1,22659,8819,565,6893,0,6382
2025,9,Frontier Airlines,JFK,John F. Kennedy International Airport (JFK),290,41,19.17,0.36,8.46,0.0,13.01,0,0,2531,1012,14,238,0,1267
2025,9,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),30,7,4.52,0.0,0.0,0.88,1.61,0,0,212,143,0,0,21,48
2025,9,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),2845,422,135.75,9.73,120.0,5.52,151.0,24,8,33693,12429,756,6615,182,13711
2025,9,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1414,214,47.32,8.94,82.43,0.49,74.82,20,2,17777,3057,1817,6910,14,5979
2025,10,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),339,80,22.82,2.74,47.52,0.0,6.92,5,4,3998,1100,559,2103,0,236
2025,10,American Airlines,JFK,John F. Kennedy International Airport (JFK),1239,283,93.13,5.09,101.31,0.72,82.75,14,6,26813,9623,691,7751,45,8703
2025,10,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2641,432,121.74,8.96,190.85,0.96,109.49,35,12,39492,12577,1443,15764,88,9620
2025,10,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1857,324,47.12,12.68,152.01,0.0,112.19,36,2,31431,6733,1767,13703,0,9228
2025,10,Frontier Airlines,JFK,John F. Kennedy International Airport (JFK),301,45,12.62,0.16,13.67,0.0,18.55,0,2,3832,919,9,578,0,2326
2025,10,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),31,6,3.34,0.0,0.0,0.43,2.23,0,0,292,215,0,0,16,61
2025,10,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),2976,591,167.01,5.95,230.13,0.87,187.04,45,11,48536,13554,429,17424,16,17113
2025,10,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1362,227,37.42,5.18,105.56,1.0,77.84,30,2,18927,2763,902,8571,45,6646
2025,11,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),332,55,12.01,2.03,26.46,1.0,13.51,7,10,3039,739,118,1401,135,646
2025,11,American Airlines,JFK,John F. Kennedy International Airport (JFK),1237,282,103.31,2.82,88.52,0.0,87.34,20,4,21416,6531,263,4402,0,10220
2025,11,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2547,433,142.9,6.11,162.21,0.0,121.78,23,7,33043,13503,583,9194,0,9763
2025,11,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1739,334,68.91,10.77,114.34,0.0,139.98,57,1,33169,8832,1984,8983,0,13370
2025,11,Frontier Airlines,JFK,John F. Kennedy International Airport (JFK),298,53,18.72,1.0,14.77,0.0,18.51,5,0,4802,2734,116,527,0,1425
2025,11,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),30,5,2.0,0.0,0.0,0.0,3.0,0,0,273,130,0,0,0,143
2025,11,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),2905,607,208.77,2.13,180.42,3.05,212.63,129,3,47018,14952,289,11030,92,20655
2025,11,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1271,228,62.68,4.41,78.85,0.0,82.07,60,4,14221,3385,496,4637,0,5703
2025,12,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),367,80,22.02,0.77,28.57,1.0,27.63,7,3,5191,1393,24,2353,119,1302
2025,12,American Airlines,JFK,John F. Kennedy International Airport (JFK),1246,346,96.92,7.92,95.71,0.59,144.86,22,1,31029,10077,923,5759,20,14250
2025,12,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2637,588,202.87,11.39,181.68,0.0,192.05,131,14,50965,20021,3668,12444,0,14832
2025,12,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1541,533,99.45,20.59,171.09,0.0,241.87,82,1,51582,12799,2905,12948,0,22930
2025,12,Frontier Airlines,JFK,John F. Kennedy International Airport (JFK),307,80,30.73,1.6,19.83,0.0,27.84,12,0,5844,1968,100,1153,0,2623
2025,12,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),31,11,4.95,1.0,0.0,0.0,5.05,0,0,655,338,34,0,0,283
2025,12,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),2965,920,313.73,7.53,275.75,2.24,320.74,131,2,77913,26787,853,15723,765,33785
2025,12,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1299,358,82.59,21.44,140.98,1.17,111.82,46,2,26239,6224,2573,8599,140,8703
